,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,target,qtr,age_rank,duration_rank,pday_rank,previous_rank,poutcome_new,emp.var.rate_rank,cons.price.idx_rank,euribor3m_rank,nr.employed_rank,y_pred_p,p_rank,y_pred_p_dtree,p_rank_dtree
1021,35,admin.,single,high.school,admin.,yes,yes,cellular,may,tue,200,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no,0,Q2,2,3,2,5,0,1,1,1,1,0.1092793234791711,8,0.1092793234791711,8
1022,27,admin.,single,university.degree,admin.,no,no,cellular,may,mon,409,1,1,1,success,-1.8,92.893,-46.2,1.299,5099.1,no,0,Q2,1,5,1,5,1,1,1,2,1,0.5950148084198843,10,0.5950148084198843,10
1023,25,admin.,single,high.school,admin.,yes,no,cellular,jul,thu,103,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,Q3,1,2,2,2,0,4,4,5,4,0.059772116452940206,5,0.059772116452940206,5
1024,42,technician,married,professional.course,technician,yes,yes,cellular,may,thu,50,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0,Q2,4,1,2,2,0,1,1,1,1,0.1869575406754795,9,0.1869575406754795,9
1025,47,admin.,divorced,university.degree,admin.,yes,no,telephone,may,mon,208,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,4,3,2,2,0,3,3,3,2,0.04833859971469293,4,0.04833859971469293,4
1026,49,entrepreneur,married,university.degree,entrepreneur,yes,no,cellular,nov,fri,13,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0,Q4,4,1,2,2,0,2,2,2,3,0.07222492187153479,6,0.07222492187153479,6
1027,36,admin.,single,Basic,admin.,yes,no,cellular,may,tue,458,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes,1,Q2,3,5,2,2,0,1,1,1,1,0.16717247229365134,9,0.16717247229365134,9
1028,35,technician,married,professional.course,technician,no,no,telephone,jun,mon,200,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,0,Q2,2,3,2,2,0,4,4,4,4,0.03855794653602092,3,0.03855794653602092,3
1029,29,blue-collar,married,Basic,blue-collar,yes,no,cellular,nov,mon,127,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,0,Q4,1,2,2,2,0,2,2,3,3,0.05283355358214643,5,0.05283355358214643,5
1030,45,technician,married,professional.course,technician,no,no,telephone,jun,fri,124,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,0,Q2,4,2,2,2,0,4,4,5,4,0.03601762050628789,2,0.03601762050628789,2
1031,53,blue-collar,married,Basic,blue-collar,yes,no,telephone,may,fri,95,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0,Q2,5,2,2,2,0,3,3,3,2,0.036278662480569976,3,0.036278662480569976,3
1032,41,admin.,married,university.degree,admin.,no,yes,cellular,aug,mon,114,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0,Q3,3,2,2,2,0,4,4,5,4,0.07874934422377038,7,0.07874934422377038,7
1033,50,management,married,high.school,management,no,no,telephone,jun,mon,65,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,5,1,2,2,0,4,4,4,4,0.0047786031691573585,1,0.0047786031691573585,1
1034,31,management,married,Basic,management,no,yes,telephone,may,wed,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0,Q2,1,3,2,2,0,3,3,3,2,0.032949809418658785,2,0.032949809418658785,2
1035,46,services,married,high.school,services,no,no,cellular,may,wed,174,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,0,Q2,4,3,2,2,0,1,1,2,1,0.11428917276087291,8,0.11428917276087291,8
1036,36,blue-collar,married,high.school,blue-collar,no,no,telephone,may,wed,713,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0,Q2,3,5,2,2,0,3,3,3,2,0.025511604056381622,1,0.025511604056381622,1
1037,43,blue-collar,single,professional.course,blue-collar,no,no,telephone,jun,thu,133,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,0,Q2,4,2,2,2,0,4,4,4,4,0.03594585929804327,2,0.03594585929804327,2
1038,48,entrepreneur,married,Basic,entrepreneur,yes,no,telephone,may,tue,201,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0,Q2,4,3,2,2,0,3,3,3,2,0.04209388721476544,3,0.04209388721476544,3
1039,31,services,married,high.school,services,unknown,unknown,cellular,may,thu,215,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,0,Q2,1,3,2,5,0,1,1,2,1,0.11317459845637202,8,0.11317459845637202,8
1040,21,services,single,high.school,services,yes,yes,cellular,apr,thu,820,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,no,0,Q2,1,5,2,2,0,1,1,2,1,0.11474500863776406,8,0.11474500863776406,8
1041,56,services,married,high.school,services,no,no,cellular,may,fri,310,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no,0,Q2,5,4,2,2,0,1,1,1,1,0.14624684282787326,9,0.14624684282787326,9
1042,54,management,married,Basic,management,no,no,telephone,jun,wed,255,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,0,Q2,5,4,2,2,0,4,4,4,4,0.023247386529149226,1,0.023247386529149226,1
1043,44,services,married,high.school,services,no,no,cellular,nov,tue,43,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,0,Q4,4,1,2,2,0,2,2,2,3,0.05098222675620509,4,0.05098222675620509,4
1044,31,unemployed,married,university.degree,unemployed,no,no,cellular,aug,tue,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0,Q3,1,2,2,2,0,4,4,5,4,0.0981078877593426,7,0.0981078877593426,7
1045,50,admin.,married,university.degree,admin.,no,no,cellular,aug,tue,587,2,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,yes,1,Q3,5,5,2,5,0,1,1,1,1,0.342706614396834,10,0.342706614396834,10
1046,48,admin.,married,university.degree,admin.,yes,yes,cellular,aug,wed,288,1,0,3,success,-1.7,94.027,-38.3,0.9,4991.6,yes,1,Q3,4,4,1,5,1,2,2,1,1,0.767710887452988,10,0.767710887452988,10
1047,26,self-employed,single,university.degree,self-employed,yes,no,cellular,jun,wed,181,2,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,no,0,Q2,1,3,2,2,0,1,1,1,1,0.1429731997997706,9,0.1429731997997706,9
1048,37,services,single,Basic,services,yes,no,telephone,may,fri,320,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0,Q2,3,4,2,2,0,3,3,3,2,0.03498627875973704,2,0.03498627875973704,2
1049,37,unemployed,unknown,university.degree,unemployed,no,no,cellular,jun,tue,100,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no,0,Q2,3,2,2,2,0,1,1,1,1,0.19470706430279947,9,0.19470706430279947,9
1050,50,services,married,unknown,services,no,no,telephone,may,tue,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0,Q2,5,2,2,2,0,3,3,3,2,0.03824876804889881,3,0.03824876804889881,3
1051,47,admin.,married,university.degree,admin.,yes,no,cellular,aug,tue,653,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0,Q3,4,5,2,2,0,4,4,5,4,0.06389569991569666,6,0.06389569991569666,6
1052,41,blue-collar,single,Basic,blue-collar,no,no,cellular,may,wed,128,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,0,Q2,3,2,2,2,0,1,1,2,1,0.1334079575901813,8,0.1334079575901813,8
1053,32,blue-collar,single,Basic,blue-collar,yes,no,telephone,jun,mon,22,17,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,2,1,2,2,0,4,4,4,4,0.004846911697803816,1,0.004846911697803816,1
1054,38,services,married,Basic,services,no,yes,telephone,jun,fri,177,2,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,no,0,Q2,3,3,2,2,0,1,1,1,1,0.09973849388769482,7,0.09973849388769482,7
1055,48,technician,married,professional.course,technician,no,no,cellular,jul,tue,288,1,999,1,failure,-1.7,94.215,-40.3,0.876,4991.6,no,0,Q3,4,4,2,5,0,2,2,1,1,0.37249674975326513,10,0.37249674975326513,10
1056,46,blue-collar,married,Basic,blue-collar,yes,no,telephone,may,tue,566,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0,Q2,4,5,2,2,0,3,3,3,2,0.03260956241139641,2,0.03260956241139641,2
1057,48,self-employed,married,Basic,self-employed,yes,no,telephone,may,tue,318,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0,Q2,4,4,2,2,0,3,3,3,2,0.031955344096618786,2,0.031955344096618786,2
1058,38,unemployed,divorced,high.school,unemployed,yes,no,telephone,may,wed,107,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,3,2,2,2,0,3,3,3,2,0.036283557176320314,3,0.036283557176320314,3
1059,38,admin.,married,university.degree,admin.,yes,no,cellular,aug,tue,748,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0,Q3,3,5,2,2,0,4,4,5,4,0.08730803892994077,7,0.08730803892994077,7
1060,55,retired,married,Basic,retired,no,yes,cellular,jul,tue,599,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0,Q3,5,5,2,2,0,4,4,4,4,0.0470992028681014,4,0.0470992028681014,4
1061,27,admin.,married,high.school,admin.,yes,yes,cellular,jul,mon,101,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,1,2,2,2,0,4,4,4,4,0.04834215592570536,4,0.04834215592570536,4
1062,28,services,married,high.school,services,yes,no,cellular,nov,wed,223,3,999,2,failure,-1.1,94.767,-50.8,1.048,4963.6,no,0,Q4,1,4,2,5,0,2,2,1,1,0.1417589625232953,8,0.1417589625232953,8
1063,29,blue-collar,single,Basic,blue-collar,no,no,telephone,jun,mon,411,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0,Q2,1,5,2,2,0,4,4,4,4,0.028624397800566588,1,0.028624397800566588,1
1064,47,services,divorced,Basic,services,no,no,cellular,jul,tue,149,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0,Q3,4,3,2,2,0,4,4,4,4,0.047383468530938944,4,0.047383468530938944,4
1065,34,student,single,Basic,student,yes,no,telephone,may,thu,1185,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,Q2,2,5,2,2,0,3,3,3,2,0.0425312724478418,3,0.0425312724478418,3
1066,51,services,divorced,high.school,services,no,no,cellular,may,tue,398,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,0,Q2,5,5,2,5,0,1,1,2,1,0.1119957950191545,8,0.1119957950191545,8
1067,40,admin.,divorced,university.degree,admin.,yes,yes,cellular,aug,wed,65,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no,0,Q3,3,1,2,2,0,4,4,5,4,0.09657809937095536,7,0.09657809937095536,7
1068,38,admin.,married,high.school,admin.,yes,no,telephone,jun,mon,169,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,0,Q2,3,3,2,2,0,4,4,4,4,0.03737380095831856,3,0.03737380095831856,3
1069,42,blue-collar,married,Basic,blue-collar,no,no,cellular,may,mon,212,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,0,Q2,4,3,2,2,0,1,1,2,1,0.13624140875068155,8,0.13624140875068155,8
1070,30,unemployed,single,university.degree,unemployed,yes,yes,cellular,jul,wed,266,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,Q3,1,4,2,2,0,4,4,5,4,0.0592796568332561,5,0.0592796568332561,5
1071,36,services,married,high.school,services,no,no,telephone,may,mon,427,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,3,5,2,2,0,3,3,3,2,0.03806418782163568,3,0.03806418782163568,3
1072,33,admin.,single,high.school,admin.,no,yes,telephone,jun,wed,113,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no,0,Q2,2,2,2,2,0,4,4,4,4,0.03502575877200819,2,0.03502575877200819,2
1073,47,management,married,university.degree,management,no,no,cellular,apr,mon,51,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0,Q2,4,1,2,2,0,1,1,2,1,0.11961939297564932,8,0.11961939297564932,8
1074,33,admin.,married,university.degree,admin.,yes,no,cellular,sep,thu,272,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes,1,Q3,2,4,2,2,0,2,2,1,1,0.43812882163378103,10,0.43812882163378103,10
1075,30,services,single,Basic,services,yes,no,cellular,jul,wed,22,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,Q3,1,1,2,2,0,4,4,5,4,0.042499519748023275,3,0.042499519748023275,3
1076,54,admin.,married,high.school,admin.,no,no,telephone,may,wed,66,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0,Q2,5,1,2,2,0,3,3,3,2,0.03983900510163089,3,0.03983900510163089,3
1077,47,admin.,married,Basic,admin.,no,no,cellular,nov,thu,164,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0,Q4,4,3,2,2,0,2,2,2,3,0.07102822259109692,6,0.07102822259109692,6
1078,32,technician,single,university.degree,technician,yes,no,cellular,nov,wed,58,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0,Q4,2,1,2,2,0,2,2,2,3,0.08590665765734859,7,0.08590665765734859,7
1079,32,blue-collar,married,Basic,blue-collar,yes,no,cellular,may,fri,297,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no,0,Q2,2,4,2,2,0,1,1,2,1,0.12248688908380702,8,0.12248688908380702,8
1080,38,self-employed,married,Basic,self-employed,yes,no,telephone,may,wed,26,1,999,2,failure,-1.8,92.893,-46.2,1.281,5099.1,no,0,Q2,3,1,2,5,0,1,1,1,1,0.07900115349320115,7,0.07900115349320115,7
1081,38,technician,single,high.school,technician,no,no,cellular,aug,wed,74,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0,Q3,3,1,2,2,0,4,4,5,4,0.07683303554682057,6,0.07683303554682057,6
1082,38,unemployed,married,unknown,unemployed,yes,no,cellular,aug,thu,27,10,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,0,Q3,3,1,2,2,0,4,4,4,4,0.03144588613353639,2,0.03144588613353639,2
1083,53,blue-collar,married,high.school,blue-collar,yes,no,cellular,jul,tue,118,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0,Q3,5,2,2,2,0,4,4,4,4,0.024971175279657705,1,0.024971175279657705,1
1084,26,unemployed,single,Basic,unemployed,yes,no,telephone,may,tue,112,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,1,2,2,2,0,3,3,3,2,0.0372174242408076,3,0.0372174242408076,3
1085,27,blue-collar,married,Basic,blue-collar,unknown,unknown,telephone,may,tue,169,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0,Q2,1,3,2,2,0,3,3,3,2,0.03260956241139641,2,0.03260956241139641,2
1086,38,admin.,single,university.degree,admin.,no,no,cellular,jun,tue,103,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,no,0,Q2,3,2,2,2,0,1,1,1,1,0.21061625060059064,9,0.21061625060059064,9
1087,41,services,married,high.school,services,yes,no,telephone,may,mon,679,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,1,Q2,3,5,2,2,0,3,3,3,2,0.03415217051430005,2,0.03415217051430005,2
1088,39,self-employed,divorced,high.school,self-employed,no,no,cellular,sep,tue,261,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,yes,1,Q3,3,4,1,5,1,1,1,1,1,0.7210591097502871,10,0.7210591097502871,10
1089,48,admin.,divorced,high.school,admin.,no,no,telephone,jul,mon,352,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0,Q3,4,4,2,2,0,4,4,4,4,0.03879693147288853,3,0.03879693147288853,3
1090,32,blue-collar,married,Basic,blue-collar,yes,no,telephone,jun,fri,16,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0,Q2,2,1,2,2,0,4,4,4,4,0.01653508823423619,1,0.01653508823423619,1
1091,35,blue-collar,married,Basic,blue-collar,no,no,telephone,may,wed,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,2,1,2,2,0,3,3,3,2,0.0363272249036014,3,0.0363272249036014,3
1092,51,blue-collar,married,Basic,blue-collar,yes,no,cellular,aug,tue,107,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0,Q3,5,2,2,2,0,4,4,5,4,0.06624492105350982,6,0.06624492105350982,6
1093,35,admin.,single,university.degree,admin.,yes,no,cellular,may,mon,8,5,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no,0,Q2,2,1,2,2,0,1,1,2,1,0.1316808144576421,8,0.1316808144576421,8
1094,60,blue-collar,married,Basic,blue-collar,yes,no,cellular,apr,mon,18,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0,Q2,5,1,2,2,0,1,1,2,1,0.0914659878976782,7,0.0914659878976782,7
1095,28,admin.,single,university.degree,admin.,no,yes,cellular,jul,fri,94,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,Q3,1,2,2,2,0,4,4,5,4,0.06497882409694489,6,0.06497882409694489,6
1096,52,management,married,high.school,management,yes,yes,cellular,aug,tue,167,1,10,4,failure,-2.9,92.201,-31.4,0.883,5076.2,yes,1,Q3,5,3,1,5,0,1,1,1,1,0.6378593127003384,10,0.6378593127003384,10
1097,35,blue-collar,married,Basic,blue-collar,no,no,telephone,jun,tue,497,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0,Q2,2,5,2,2,0,4,4,4,4,0.027394463042102715,1,0.027394463042102715,1
1098,27,admin.,single,university.degree,admin.,no,no,cellular,may,tue,134,1,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,no,0,Q2,1,2,1,5,1,1,1,1,1,0.5995841890191049,10,0.5995841890191049,10
1099,34,technician,married,high.school,technician,no,no,cellular,jul,thu,481,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,Q3,2,5,2,2,0,4,4,5,4,0.06333337442995152,6,0.06333337442995152,6
1100,36,blue-collar,married,Basic,blue-collar,no,yes,cellular,nov,wed,217,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0,Q4,3,3,2,2,0,2,2,2,3,0.05535453365310767,5,0.05535453365310767,5
1101,28,blue-collar,married,Basic,blue-collar,no,no,telephone,may,thu,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,Q2,1,2,2,2,0,3,3,3,2,0.036254404702857894,2,0.036254404702857894,2
1102,32,admin.,married,university.degree,admin.,yes,yes,telephone,may,mon,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,2,3,2,2,0,3,3,3,2,0.05378513343286444,5,0.05378513343286444,5
1103,49,blue-collar,divorced,Basic,blue-collar,no,no,cellular,jul,mon,1065,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,1,Q3,4,5,2,2,0,4,4,4,4,0.039580569316719244,3,0.039580569316719244,3
1104,55,admin.,married,Basic,admin.,yes,yes,cellular,nov,thu,430,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no,0,Q4,5,5,2,2,0,2,2,2,3,0.06395359114516856,6,0.06395359114516856,6
1105,50,technician,married,high.school,technician,yes,no,cellular,dec,mon,229,1,999,1,failure,-3.0,92.713,-33.0,0.717,5023.5,yes,1,Q4,5,4,2,5,0,1,1,1,1,0.33122777223748456,10,0.33122777223748456,10
1106,37,admin.,single,university.degree,admin.,no,no,cellular,may,wed,51,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no,0,Q2,3,1,2,2,0,1,1,2,1,0.14209911923737537,9,0.14209911923737537,9
1107,35,blue-collar,divorced,Basic,blue-collar,unknown,unknown,telephone,jun,mon,276,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no,0,Q2,2,4,2,2,0,4,4,4,4,0.023004945500106802,1,0.023004945500106802,1
1108,58,unemployed,married,Basic,unemployed,yes,no,cellular,dec,thu,154,1,999,1,failure,-3.0,92.713,-33.0,0.72,5023.5,yes,1,Q4,5,3,2,5,0,1,1,1,1,0.3262113097255968,10,0.3262113097255968,10
1109,32,entrepreneur,married,university.degree,entrepreneur,no,no,cellular,aug,mon,95,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0,Q3,2,2,2,2,0,4,4,5,4,0.059114576269650505,5,0.059114576269650505,5
1110,35,retired,single,Basic,retired,yes,yes,telephone,may,mon,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0,Q2,2,2,2,2,0,3,3,3,2,0.04812669095174449,4,0.04812669095174449,4
1111,35,technician,single,professional.course,technician,yes,no,cellular,may,mon,213,4,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no,0,Q2,2,3,2,2,0,1,1,1,1,0.15714242613750423,9,0.15714242613750423,9
1112,26,admin.,single,high.school,admin.,no,no,cellular,may,thu,136,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0,Q2,1,2,2,2,0,1,1,1,1,0.13706975678234432,8,0.13706975678234432,8
1113,47,blue-collar,married,professional.course,blue-collar,yes,no,cellular,apr,tue,225,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no,0,Q2,4,4,2,5,0,1,1,2,1,0.09385958403320195,7,0.09385958403320195,7
1114,29,blue-collar,single,Basic,blue-collar,no,no,cellular,may,wed,68,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,0,Q2,1,1,2,2,0,1,1,1,1,0.13771825223119225,8,0.13771825223119225,8
1115,37,entrepreneur,single,Basic,entrepreneur,yes,no,cellular,may,tue,222,1,2,1,success,-1.8,92.893,-46.2,1.266,5099.1,no,0,Q2,3,3,1,5,1,1,1,1,1,0.5368374743060601,10,0.5368374743060601,10
1116,32,technician,single,high.school,technician,no,no,telephone,jul,wed,239,11,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,Q3,2,4,2,2,0,4,4,5,4,0.015325160598016207,1,0.015325160598016207,1
1117,46,services,married,high.school,services,yes,no,cellular,jul,mon,181,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0,Q3,4,3,2,2,0,4,4,4,4,0.04623735288834822,4,0.04623735288834822,4
1118,36,services,married,high.school,services,no,yes,telephone,may,wed,166,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0,Q2,3,3,2,2,0,3,3,3,2,0.024576352368989706,1,0.024576352368989706,1
1119,35,admin.,married,university.degree,admin.,no,no,cellular,jun,thu,121,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,1,Q2,2,2,2,2,0,1,1,1,1,0.14548325366700376,9,0.14548325366700376,9
1120,31,self-employed,married,university.degree,self-employed,yes,no,cellular,jul,tue,242,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0,Q3,1,4,2,2,0,4,4,4,4,0.05106369340117007,5,0.05106369340117007,5
1121,29,admin.,single,university.degree,admin.,no,no,cellular,aug,mon,716,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,1,Q3,1,5,2,2,0,4,4,5,4,0.08730803892994077,7,0.08730803892994077,7
1122,46,housemaid,married,Basic,housemaid,no,no,cellular,jul,fri,550,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0,Q3,4,5,2,2,0,4,4,5,4,0.056522045247200274,5,0.056522045247200274,5
1123,85,housemaid,divorced,Basic,housemaid,yes,no,telephone,oct,fri,181,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,no,0,Q4,5,3,2,2,0,1,1,1,1,0.2968367462833727,10,0.2968367462833727,10
1124,29,technician,single,Basic,technician,no,no,cellular,may,thu,20,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0,Q2,1,1,2,2,0,1,1,1,1,0.17846509699535923,9,0.17846509699535923,9
1125,31,management,single,university.degree,management,yes,no,cellular,may,thu,165,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0,Q2,1,3,2,2,0,1,1,1,1,0.14815465745513923,9,0.14815465745513923,9
1126,34,blue-collar,married,Basic,blue-collar,yes,no,cellular,jul,thu,54,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no,0,Q3,2,1,2,2,0,4,4,4,4,0.04920781996833231,4,0.04920781996833231,4
1127,29,technician,single,professional.course,technician,yes,yes,cellular,nov,fri,215,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0,Q4,1,3,2,2,0,2,2,2,3,0.09097609202464968,7,0.09097609202464968,7
1128,46,admin.,single,university.degree,admin.,yes,yes,cellular,jul,tue,62,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0,Q3,4,1,2,2,0,4,4,4,4,0.038138315374823456,3,0.038138315374823456,3
1129,29,blue-collar,divorced,high.school,blue-collar,no,no,cellular,may,fri,760,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,yes,1,Q2,1,5,2,2,0,1,1,1,1,0.1371413691052037,8,0.1371413691052037,8
1130,54,blue-collar,single,Basic,blue-collar,no,no,telephone,may,thu,253,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0,Q2,5,4,2,2,0,3,3,3,2,0.02916239695349453,1,0.02916239695349453,1
1131,26,management,single,university.degree,management,yes,no,cellular,nov,mon,112,5,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,no,0,Q4,1,2,2,2,0,2,2,1,1,0.16467192460813737,9,0.16467192460813737,9
1132,27,admin.,married,professional.course,admin.,yes,no,cellular,may,thu,143,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0,Q2,1,2,2,2,0,1,1,1,1,0.19480844118695315,9,0.19480844118695315,9
1133,57,management,married,Basic,management,yes,no,cellular,may,fri,10,5,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no,0,Q2,5,1,2,5,0,1,1,1,1,0.08477381435206986,7,0.08477381435206986,7
1134,32,technician,single,university.degree,technician,yes,no,cellular,aug,wed,158,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0,Q3,2,3,2,2,0,4,4,5,4,0.06768495706269108,6,0.06768495706269108,6
1135,35,services,married,high.school,services,yes,no,telephone,may,tue,87,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0,Q2,2,1,2,2,0,3,3,3,2,0.03808960866431533,3,0.03808960866431533,3
1136,32,blue-collar,single,high.school,blue-collar,unknown,unknown,cellular,nov,wed,77,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0,Q4,2,1,2,2,0,2,2,2,3,0.04852476771821105,4,0.04852476771821105,4
